,gender,age,party,hasMCTfamily,loveMoney,loveFerrisWheel,fanOfHan
14798,male,36,None,1,1,1,1
14799,female,75,Democratic Progressive Party,0,0,1,0
14800,male,41,KMT,0,0,0,0
14801,male,41,Democratic Progressive Party,1,0,1,0
14802,female,29,None,1,0,1,0
14803,male,46,None,0,0,0,0
14804,male,53,KMT,0,0,0,0
14805,male,62,Democratic Progressive Party,1,0,1,0
14806,female,28,Democratic Progressive Party,0,0,0,0
14807,female,42,None,1,1,1,1
14808,female,32,KMT,0,0,1,1
14809,female,55,None,0,0,1,0
14810,female,69,KMT,0,1,1,1
14811,female,21,None,0,1,0,0
14812,female,52,KMT,0,1,1,1
14813,female,59,Democratic Progressive Party,1,1,1,1
14814,female,46,Democratic Progressive Party,0,1,1,0
14815,male,52,None,0,0,1,0
14816,female,52,None,0,0,1,0
14817,male,41,None,0,1,0,0
14818,female,48,Democratic Progressive Party,1,1,1,1
14819,female,38,None,1,1,1,1
14820,female,24,KMT,0,0,1,1
14821,male,60,None,0,0,1,0
14822,female,49,None,0,1,1,0
14823,female,51,None,1,1,0,1
14824,female,33,KMT,1,1,1,1
14825,female,57,KMT,0,1,1,1
14826,male,56,None,0,1,0,0
14827,female,39,KMT,0,1,1,1
14828,female,30,Democratic Progressive Party,0,0,1,0
14829,female,49,None,0,0,0,0
14830,male,45,None,0,1,1,0
14831,female,39,KMT,0,0,0,0
14832,female,33,KMT,0,1,0,0
14833,female,43,Democratic Progressive Party,0,1,0,0
14834,female,44,None,0,1,1,0
14835,female,47,None,0,1,1,0
14836,female,46,Democratic Progressive Party,0,1,1,0
14837,female,57,None,0,1,1,0
14838,male,58,None,0,0,1,0
14839,female,71,Democratic Progressive Party,0,1,0,0
14840,male,33,None,1,1,1,1
14841,female,60,None,0,0,0,0
14842,male,41,Democratic Progressive Party,0,1,0,0
14843,female,66,None,0,1,0,0
14844,male,55,None,0,0,1,0
14845,female,60,None,0,0,1,0
14846,female,70,Democratic Progressive Party,0,0,0,0
14847,female,45,KMT,0,1,0,0
14848,male,65,KMT,0,1,1,1
14849,male,47,KMT,0,1,0,0
14850,female,41,None,0,1,1,0
14851,female,38,KMT,0,0,1,1
14852,female,43,KMT,0,1,1,1
14853,male,48,None,0,1,1,0
14854,male,48,None,0,0,0,0
14855,male,61,None,0,0,0,0
14856,male,46,Democratic Progressive Party,0,1,1,0
14857,male,37,KMT,0,1,1,1
14858,male,56,None,0,0,1,0
14859,male,51,KMT,0,0,0,0
14860,female,71,Democratic Progressive Party,0,0,0,0
14861,female,67,None,1,0,0,0
14862,female,65,None,0,0,0,0
14863,male,28,None,1,0,1,0
14864,female,28,KMT,0,0,0,0
14865,female,45,Democratic Progressive Party,0,0,0,0
14866,male,56,Democratic Progressive Party,0,0,1,0
14867,male,43,Democratic Progressive Party,0,0,1,0
14868,male,59,None,0,1,1,0
14869,male,80,None,0,1,0,0
14870,male,66,None,0,1,1,0
14871,female,35,Democratic Progressive Party,0,0,0,0
14872,male,34,KMT,0,1,1,1
14873,male,36,Democratic Progressive Party,0,0,0,0
14874,female,64,Democratic Progressive Party,0,0,0,0
14875,male,37,KMT,0,1,1,1
14876,female,52,KMT,0,0,1,1
14877,female,55,KMT,0,1,0,1
14878,male,25,KMT,0,1,0,0
14879,female,53,Democratic Progressive Party,0,0,1,0
14880,female,40,KMT,0,0,1,1
14881,female,89,None,0,1,1,0
14882,female,26,KMT,1,0,0,0
14883,male,41,KMT,0,0,1,1
14884,female,52,None,0,1,0,0
14885,male,46,Democratic Progressive Party,0,1,0,0
14886,female,58,None,0,0,0,0
14887,female,42,Democratic Progressive Party,0,0,1,0
14888,female,69,Democratic Progressive Party,1,1,0,1
14889,male,67,KMT,0,0,0,0
14890,female,59,KMT,0,1,1,1
14891,male,45,KMT,0,0,1,1
14892,male,34,KMT,0,1,1,1
14893,male,39,None,0,1,0,0
14894,male,49,None,0,1,1,0
14895,male,20,None,1,0,0,0
14896,male,48,Democratic Progressive Party,0,0,0,0
14897,female,34,None,0,0,1,0
14898,female,49,None,0,1,0,0
14899,female,46,KMT,1,1,1,1
14900,male,53,None,0,0,1,0
14901,male,61,None,1,1,0,1
14902,male,37,None,0,1,1,0
14903,male,70,None,0,1,1,0
14904,female,62,None,0,1,1,0
14905,female,40,KMT,1,0,1,1
14906,male,61,None,0,0,0,0
14907,male,83,KMT,0,1,0,0
14908,male,48,Democratic Progressive Party,1,1,0,1
14909,male,36,Democratic Progressive Party,0,0,1,0
14910,male,67,None,0,0,1,0
14911,female,32,KMT,0,1,1,1
14912,female,61,Democratic Progressive Party,1,0,1,0
14913,male,57,KMT,0,1,1,1
14914,male,47,KMT,0,1,0,0
14915,male,35,Democratic Progressive Party,1,0,0,0
14916,male,45,None,0,1,1,0
14917,female,65,KMT,0,0,1,1
14918,female,61,KMT,0,0,1,1
14919,male,47,KMT,0,1,1,1
14920,male,21,Democratic Progressive Party,0,0,1,0
14921,male,71,KMT,0,0,1,1
14922,female,56,KMT,0,0,1,1
14923,female,47,None,0,1,0,0
14924,female,85,Democratic Progressive Party,0,0,0,0
14925,male,39,KMT,0,1,1,1
14926,male,48,None,0,1,0,0
14927,female,46,Democratic Progressive Party,0,0,1,0
14928,female,73,Democratic Progressive Party,0,0,0,0
14929,female,32,None,0,1,0,0
14930,male,40,None,0,1,1,0
14931,female,65,None,0,0,1,0
14932,female,65,Democratic Progressive Party,0,0,0,0
14933,female,52,Democratic Progressive Party,0,1,0,0
14934,female,49,None,0,1,0,0
14935,female,60,Democratic Progressive Party,0,0,0,0
14936,male,58,Democratic Progressive Party,0,0,1,0
14937,male,28,None,0,1,0,0
14938,female,48,None,0,1,0,0
14939,male,41,Democratic Progressive Party,0,0,1,0
14940,male,42,None,0,1,1,0
14941,female,68,None,0,1,1,0
14942,female,53,None,0,1,1,0
14943,female,66,None,0,0,1,0
14944,female,52,KMT,0,1,0,0
14945,female,69,None,0,1,1,0
14946,male,26,KMT,0,0,0,0
14947,female,47,Democratic Progressive Party,0,1,1,0
14948,female,49,KMT,0,1,0,0
14949,female,50,None,0,1,1,0
14950,female,52,None,0,0,1,0
14951,male,41,None,0,1,1,0
14952,male,48,Democratic Progressive Party,1,1,0,1
14953,female,47,None,0,1,0,0
14954,male,22,KMT,1,0,1,1
14955,male,56,None,0,1,0,0
14956,female,59,None,0,0,1,0
14957,female,50,KMT,0,1,0,0
14958,female,45,None,1,0,0,0
14959,male,47,None,0,1,1,0
14960,male,38,KMT,0,0,0,0
14961,female,49,KMT,0,1,1,1
14962,male,29,None,0,1,0,0
14963,male,60,Democratic Progressive Party,1,0,0,0
14964,male,60,None,0,1,0,0
14965,female,58,KMT,0,1,0,1
14966,male,40,KMT,0,1,1,1
14967,female,35,KMT,0,1,0,0
14968,female,67,None,0,0,0,0
14969,female,67,Democratic Progressive Party,0,1,0,0
14970,female,64,None,0,1,1,0
14971,female,46,KMT,0,0,1,1
14972,male,32,None,1,0,1,0
14973,male,55,Democratic Progressive Party,0,1,1,0
14974,male,81,KMT,0,0,1,1
14975,male,51,Democratic Progressive Party,0,0,0,0
14976,female,39,KMT,0,0,0,0
14977,female,31,KMT,0,1,1,1
14978,female,40,KMT,0,0,0,0
14979,female,44,None,0,0,0,0
14980,male,59,None,0,0,1,0
14981,male,61,Democratic Progressive Party,0,1,0,0
14982,female,53,KMT,1,0,0,0
14983,male,56,KMT,0,1,0,0
14984,male,26,Democratic Progressive Party,0,1,1,0
14985,female,81,KMT,0,1,0,1
14986,female,52,None,0,0,1,0
14987,female,21,Democratic Progressive Party,1,0,0,0
14988,female,43,None,0,0,1,0
14989,male,57,KMT,1,0,1,1
14990,female,62,KMT,0,0,0,1
14991,female,61,Democratic Progressive Party,0,1,1,0
14992,female,39,None,0,1,0,0
14993,female,67,Democratic Progressive Party,0,0,0,0
14994,male,74,None,0,1,1,0
14995,male,70,Democratic Progressive Party,0,1,1,0
14996,female,49,KMT,0,0,0,0
14997,male,68,Democratic Progressive Party,0,0,0,0
14998,female,27,None,1,0,1,0
14999,male,42,Democratic Progressive Party,0,0,1,0
15000,male,65,KMT,0,0,1,1
15001,female,48,None,1,1,0,1
15002,female,23,KMT,0,1,1,1
15003,male,34,KMT,0,0,0,0
15004,female,37,None,0,1,1,0
15005,male,56,None,0,0,0,0
15006,female,39,None,0,0,1,0
15007,male,57,KMT,0,0,0,0
15008,male,54,KMT,0,1,1,1
15009,male,38,KMT,0,0,1,1
15010,male,45,None,0,1,1,0
15011,male,64,None,0,0,0,0
15012,male,42,KMT,0,1,1,1
15013,male,59,None,0,0,0,0
15014,male,38,None,0,0,0,0
15015,female,59,None,0,1,1,0
15016,male,19,None,0,0,1,0
15017,male,59,KMT,0,1,0,0
15018,male,48,None,0,1,1,0
15019,female,30,Democratic Progressive Party,0,1,0,0
15020,male,45,Democratic Progressive Party,1,1,0,1
15021,female,39,KMT,1,1,1,1
15022,female,40,KMT,1,1,1,1
15023,male,52,None,1,1,0,1
15024,male,62,KMT,0,0,1,1
15025,male,22,None,0,0,1,0
15026,female,47,KMT,0,1,0,0
15027,male,87,KMT,0,0,0,0
15028,male,70,KMT,0,1,1,1
15029,female,44,KMT,0,1,1,1
15030,female,59,Democratic Progressive Party,1,0,1,0
15031,male,49,Democratic Progressive Party,0,1,0,0
15032,female,63,None,0,1,1,0
15033,female,66,Democratic Progressive Party,0,1,0,0
15034,female,30,None,0,1,0,0
15035,female,50,None,0,0,0,0
15036,female,70,KMT,0,1,1,1
15037,female,45,None,0,1,0,0
15038,female,42,None,1,0,1,0
15039,female,41,None,0,1,0,0
15040,male,58,KMT,1,0,1,1
15041,female,55,Democratic Progressive Party,0,0,1,0
15042,male,39,None,0,0,1,0
15043,female,53,None,1,0,0,0
15044,female,65,None,0,1,1,0
15045,male,32,Democratic Progressive Party,0,0,1,0
15046,male,50,KMT,0,0,1,1
15047,female,48,Democratic Progressive Party,0,1,1,0
15048,male,56,Democratic Progressive Party,0,1,1,0
15049,female,46,Democratic Progressive Party,0,0,0,0
15050,female,40,KMT,1,0,1,1
15051,male,63,KMT,0,0,0,0
15052,female,38,None,0,0,1,0
15053,female,41,None,0,0,1,0
15054,male,47,KMT,0,0,0,0
15055,female,56,Democratic Progressive Party,0,1,0,0
15056,female,72,None,0,0,0,0
15057,male,48,None,0,0,1,0
15058,female,29,Democratic Progressive Party,0,0,1,0
15059,male,46,KMT,0,1,1,1
15060,female,61,KMT,0,1,0,1
15061,male,39,KMT,0,0,1,1
15062,male,46,None,0,1,1,0
15063,male,35,None,0,1,1,0
15064,female,49,None,0,1,0,0
15065,male,33,None,0,1,1,0
15066,female,25,None,0,0,0,0
15067,male,61,None,0,0,1,0
15068,male,47,None,0,0,0,0
15069,male,73,Democratic Progressive Party,0,1,0,0
15070,female,47,KMT,0,1,0,0
15071,male,68,None,0,1,0,0
15072,male,33,Democratic Progressive Party,0,1,0,0
15073,female,23,None,1,1,0,1
15074,female,41,Democratic Progressive Party,1,1,1,1
15075,female,58,KMT,0,1,0,1
15076,male,65,None,0,0,1,0
15077,female,38,None,0,1,1,0
15078,male,65,Democratic Progressive Party,1,0,0,0
15079,female,59,KMT,0,0,1,1
15080,female,61,None,0,0,1,0
15081,female,38,None,1,0,0,0
15082,female,66,KMT,0,1,1,1
15083,female,16,None,1,0,1,0
15084,male,51,None,1,0,0,0
15085,female,31,Democratic Progressive Party,0,0,0,0
15086,male,39,Democratic Progressive Party,0,1,1,0
15087,female,33,None,0,1,1,0
15088,female,24,None,1,0,0,0
15089,male,47,None,0,0,1,0
15090,female,50,KMT,0,1,1,1
15091,female,55,None,0,0,0,0
15092,male,62,KMT,0,0,1,1
15093,male,41,KMT,0,1,0,0
15094,female,61,None,0,1,1,0
15095,male,58,KMT,0,1,0,0
15096,male,47,None,1,1,0,1
15097,female,37,None,1,1,0,1
15098,male,38,Democratic Progressive Party,0,0,0,0
15099,male,56,KMT,1,1,0,0
15100,male,49,Democratic Progressive Party,0,1,0,0
15101,female,37,KMT,0,1,0,0
15102,male,52,Democratic Progressive Party,0,0,1,0
15103,male,59,KMT,0,0,1,1
15104,male,25,KMT,0,0,0,0
15105,female,33,None,0,1,0,0
15106,female,55,None,0,1,1,0
15107,female,51,Democratic Progressive Party,0,0,0,0
15108,female,69,KMT,0,0,1,1
15109,female,34,KMT,0,1,1,1
15110,male,59,Democratic Progressive Party,0,1,0,0
15111,female,36,KMT,0,1,0,0
15112,female,36,None,0,1,0,0
15113,male,66,Democratic Progressive Party,0,1,0,0
15114,female,29,KMT,0,1,0,0
15115,female,35,None,0,0,1,0
15116,female,63,Democratic Progressive Party,0,0,0,0
15117,female,46,KMT,0,0,0,0
15118,male,48,Democratic Progressive Party,0,0,0,0
15119,female,65,Democratic Progressive Party,0,0,1,0
15120,female,71,KMT,0,0,0,1
15121,male,62,KMT,0,0,1,1
15122,female,55,None,0,0,1,0
15123,female,44,Democratic Progressive Party,1,1,1,1
15124,female,56,None,0,0,1,0
15125,male,48,Democratic Progressive Party,1,1,1,1
15126,male,53,KMT,0,0,0,0
15127,female,67,Democratic Progressive Party,1,1,0,1
15128,male,47,KMT,1,1,0,0
15129,male,52,KMT,1,0,1,1
15130,female,57,None,0,0,0,0
15131,male,43,None,0,0,1,0
15132,male,46,KMT,0,1,1,1
15133,male,40,Democratic Progressive Party,0,0,1,0
15134,female,50,Democratic Progressive Party,0,0,0,0
15135,male,53,None,0,1,0,0
15136,female,40,KMT,0,0,1,1
15137,male,27,Democratic Progressive Party,0,0,0,0
15138,female,55,Democratic Progressive Party,0,0,0,0
15139,male,36,None,0,0,1,0
15140,male,61,Democratic Progressive Party,0,1,0,0
15141,female,41,None,0,1,0,0
15142,male,45,KMT,1,1,1,1
15143,male,30,KMT,0,1,1,1
15144,female,39,None,1,0,1,0
15145,female,48,None,0,0,0,0
15146,male,60,None,0,1,1,0
15147,male,26,None,0,0,0,0
15148,female,67,KMT,0,1,1,1
15149,male,56,None,0,1,1,0
15150,male,29,KMT,0,1,1,1
15151,male,31,None,0,0,1,0
15152,male,30,Democratic Progressive Party,1,0,0,0
15153,male,45,None,0,1,0,0
15154,male,48,None,0,1,0,0
15155,female,50,Democratic Progressive Party,0,1,1,0
15156,female,32,KMT,0,1,1,1
15157,female,32,Democratic Progressive Party,0,1,0,0
15158,male,52,KMT,0,0,0,0
15159,male,45,Democratic Progressive Party,0,0,0,0
15160,female,51,KMT,1,0,0,0
15161,female,75,KMT,0,0,1,1
15162,male,23,Democratic Progressive Party,0,0,1,0
15163,female,59,KMT,0,1,0,1
15164,female,58,Democratic Progressive Party,0,0,1,0
15165,male,45,KMT,1,0,0,0
15166,male,64,KMT,0,0,1,1
15167,female,62,Democratic Progressive Party,1,1,0,1
15168,female,54,None,1,1,1,1
15169,female,44,None,0,1,0,0
15170,male,35,Democratic Progressive Party,0,0,0,0
15171,female,67,None,1,1,1,1
15172,male,35,KMT,0,1,1,1
15173,female,54,None,0,0,0,0
15174,female,35,Democratic Progressive Party,0,0,0,0
15175,male,36,None,0,1,1,0
15176,female,49,KMT,0,0,1,1
15177,female,23,None,0,1,0,0
15178,male,58,KMT,1,1,0,0
15179,female,50,KMT,0,0,0,0
15180,male,35,None,0,1,0,0
15181,female,23,None,0,1,0,0
15182,female,57,KMT,0,1,1,1
15183,male,32,KMT,0,0,1,1
15184,female,52,KMT,1,0,0,0
15185,male,15,None,0,0,0,0
15186,male,62,Democratic Progressive Party,1,1,1,1
15187,female,64,KMT,0,0,0,1
15188,female,62,Democratic Progressive Party,0,1,0,0
15189,male,19,KMT,0,1,1,1
15190,female,37,Democratic Progressive Party,0,0,1,0
15191,male,63,None,0,0,1,0
15192,female,33,None,0,0,0,0
15193,female,43,None,0,1,1,0
15194,female,38,KMT,0,1,0,0
15195,female,68,None,0,0,1,0
15196,female,38,None,0,0,1,0
15197,male,52,KMT,1,1,0,0
15198,female,58,Democratic Progressive Party,1,0,1,0
15199,male,58,KMT,0,1,0,0
15200,female,44,None,0,1,0,0
15201,male,67,None,0,1,0,0
15202,female,57,None,0,0,0,0
15203,male,55,None,0,0,1,0
15204,male,44,None,0,1,1,0
15205,female,49,None,1,0,1,0
15206,female,49,Democratic Progressive Party,0,1,0,0
15207,female,51,KMT,1,1,1,1
15208,female,56,None,0,0,0,0
15209,male,51,None,0,1,0,0
15210,male,75,Democratic Progressive Party,1,0,0,0
15211,female,51,None,0,0,0,0
15212,male,57,None,1,1,1,1
15213,female,44,None,0,1,1,0
15214,female,65,KMT,0,0,0,1
15215,male,45,None,1,0,1,0
15216,male,30,Democratic Progressive Party,0,1,0,0
15217,male,73,KMT,1,1,1,1
15218,female,59,None,0,1,1,0
15219,female,60,Democratic Progressive Party,1,0,1,0
15220,female,56,None,0,0,0,0
15221,female,53,Democratic Progressive Party,0,0,1,0
15222,female,39,None,0,0,1,0
15223,male,47,KMT,0,0,0,0
15224,female,47,KMT,0,0,1,1
15225,female,43,None,1,1,0,1
15226,female,34,Democratic Progressive Party,1,1,1,1
15227,male,68,None,0,0,1,0
15228,male,23,Democratic Progressive Party,0,0,1,0
15229,female,60,Democratic Progressive Party,0,1,1,0
15230,female,54,None,0,0,0,0
15231,female,40,Democratic Progressive Party,1,1,0,1
15232,male,64,Democratic Progressive Party,0,0,0,0
15233,male,32,KMT,0,0,1,1
15234,female,60,None,0,1,1,0
15235,female,55,Democratic Progressive Party,1,1,1,1
15236,female,25,Democratic Progressive Party,0,0,1,0
15237,male,46,None,0,0,0,0
15238,female,31,Democratic Progressive Party,0,0,0,0
15239,male,49,Democratic Progressive Party,0,1,0,0
15240,female,42,None,1,1,1,1
15241,male,27,Democratic Progressive Party,1,0,0,0
15242,male,75,KMT,0,0,1,1
15243,male,48,Democratic Progressive Party,0,1,1,0
15244,male,57,Democratic Progressive Party,0,0,1,0
15245,male,67,None,0,1,1,0
15246,female,54,None,0,0,0,0
15247,female,62,KMT,0,0,0,1
15248,male,16,Democratic Progressive Party,0,0,1,0
15249,male,51,None,0,0,0,0
15250,male,68,Democratic Progressive Party,0,1,0,0
15251,female,56,None,0,0,1,0
15252,male,54,None,1,1,1,1
15253,male,57,None,0,0,0,0
15254,female,56,None,1,1,1,1
15255,female,48,None,0,1,1,0
15256,female,82,Democratic Progressive Party,0,0,0,0
15257,female,76,None,1,0,0,0
15258,male,59,KMT,0,1,0,0
15259,female,36,KMT,0,1,0,0
15260,female,35,None,0,0,1,0
15261,female,55,KMT,0,1,0,1
15262,male,43,KMT,0,1,0,0
15263,female,33,None,0,1,0,0
15264,male,58,Democratic Progressive Party,0,0,1,0
15265,female,34,None,0,1,1,0
15266,male,29,None,1,0,0,0
15267,male,50,None,0,1,1,0
15268,male,45,None,0,1,0,0
15269,male,29,None,0,1,0,0
15270,male,20,Democratic Progressive Party,0,1,1,0
15271,female,28,None,0,0,1,0
15272,male,61,KMT,0,0,1,1
15273,male,42,KMT,0,0,0,0
15274,female,74,None,0,0,1,0
15275,female,50,None,0,1,1,0
15276,male,64,KMT,0,0,1,1
15277,male,74,KMT,0,1,1,1
15278,male,63,None,0,0,1,0
15279,female,51,None,0,0,1,0
15280,female,54,None,0,0,0,0
15281,female,31,KMT,1,0,1,1
15282,female,67,KMT,0,0,0,1
15283,female,63,None,0,0,0,0
15284,male,39,KMT,0,0,0,0
15285,male,41,None,0,1,0,0
15286,male,44,Democratic Progressive Party,0,0,1,0
15287,male,55,KMT,0,0,0,0
15288,female,41,None,0,0,0,0
15289,female,67,None,1,1,1,1
15290,male,51,None,1,1,1,1
15291,female,39,KMT,1,1,1,1
15292,female,74,Democratic Progressive Party,0,1,1,0
15293,male,75,Democratic Progressive Party,0,1,1,0
15294,male,51,None,1,0,1,0
15295,male,47,KMT,0,1,1,1
15296,male,41,KMT,1,0,1,1
15297,female,45,Democratic Progressive Party,0,0,0,0
15298,male,62,KMT,0,1,1,1
15299,male,51,None,0,0,1,0
15300,male,37,KMT,0,1,0,0
15301,male,41,KMT,0,0,1,1
15302,male,40,None,0,0,1,0
15303,male,30,None,0,1,1,0
15304,female,50,None,0,0,1,0
15305,female,65,Democratic Progressive Party,0,0,0,0
15306,male,50,KMT,1,1,0,0
15307,male,43,KMT,0,0,0,0
15308,female,72,Democratic Progressive Party,0,0,0,0
15309,female,26,KMT,0,1,0,0
15310,female,73,None,0,0,1,0
15311,female,65,KMT,0,0,0,1
15312,male,58,KMT,1,0,0,0
15313,female,38,KMT,0,1,0,0
15314,female,39,None,0,0,1,0
15315,male,36,None,1,1,0,1
15316,female,20,Democratic Progressive Party,0,0,0,0
15317,female,60,KMT,1,0,1,1
15318,male,71,None,0,1,0,0
15319,male,61,KMT,0,1,0,0
15320,female,60,Democratic Progressive Party,0,0,0,0
15321,male,7,None,0,0,0,0
15322,male,59,None,0,1,1,0
15323,female,49,KMT,0,1,0,0
15324,female,55,KMT,1,1,0,1
15325,male,56,None,0,0,0,0
15326,male,32,KMT,1,0,0,0
15327,male,53,Democratic Progressive Party,1,0,0,0
15328,male,48,KMT,0,0,0,0
15329,male,17,None,0,1,0,0
15330,male,27,KMT,0,0,1,1
15331,female,33,Democratic Progressive Party,0,0,0,0
15332,male,54,None,0,0,1,0
15333,female,70,KMT,0,0,1,1
15334,female,46,Democratic Progressive Party,1,0,1,0
15335,female,38,KMT,1,1,0,0
15336,male,36,None,0,0,1,0
15337,male,31,KMT,0,0,0,0
15338,female,44,KMT,1,0,0,0
15339,male,59,None,1,1,0,1
15340,male,32,None,0,1,0,0
15341,male,32,None,0,1,1,0
15342,female,57,None,0,1,0,0
15343,female,50,Democratic Progressive Party,1,0,0,0
15344,male,34,None,0,1,1,0
15345,female,53,None,0,0,1,0
15346,male,62,KMT,0,1,0,0
15347,female,79,None,0,1,0,0
15348,female,22,Democratic Progressive Party,0,0,1,0
15349,female,65,KMT,0,1,0,1
15350,female,32,None,0,1,1,0
15351,male,36,None,0,0,0,0
15352,female,67,None,0,0,1,0
15353,male,49,Democratic Progressive Party,0,0,0,0
15354,female,52,KMT,0,0,1,1
15355,female,59,None,0,0,1,0
15356,male,64,None,0,0,1,0
15357,female,59,None,0,0,1,0
15358,female,56,KMT,0,1,0,1
15359,male,40,KMT,0,1,0,0
15360,male,17,KMT,0,0,0,0
15361,female,39,KMT,0,0,0,0
15362,female,54,KMT,0,0,1,1
15363,female,57,KMT,0,0,0,1
15364,male,60,None,0,0,0,0
15365,female,37,Democratic Progressive Party,0,1,1,0
15366,female,50,KMT,0,1,1,1
15367,female,25,None,0,0,0,0
15368,female,48,KMT,0,0,0,0
15369,male,49,None,0,0,0,0
15370,male,46,Democratic Progressive Party,0,1,0,0
15371,male,39,KMT,0,1,0,0
15372,female,46,None,0,1,1,0
15373,male,62,None,0,1,0,0
15374,female,51,None,0,0,1,0
15375,female,36,None,0,1,1,0
15376,male,52,Democratic Progressive Party,0,1,1,0
15377,female,81,KMT,0,1,1,1
15378,female,48,Democratic Progressive Party,0,1,1,0
15379,male,47,None,0,1,1,0
15380,female,59,Democratic Progressive Party,0,1,0,0
15381,male,63,KMT,0,1,1,1
15382,male,64,None,0,1,0,0
15383,female,44,KMT,0,0,1,1
15384,male,37,Democratic Progressive Party,0,1,0,0
15385,female,12,None,0,0,1,0
15386,male,36,None,1,1,0,1
15387,male,45,KMT,0,1,0,0
15388,male,26,None,0,1,1,0
15389,female,67,None,0,1,0,0
15390,male,55,KMT,0,1,1,1
15391,female,39,None,0,0,1,0
15392,female,60,KMT,0,0,0,1
15393,female,25,KMT,0,1,1,1
15394,female,49,None,0,0,1,0
15395,female,44,Democratic Progressive Party,1,1,1,1
15396,female,54,KMT,1,1,0,0
15397,female,42,Democratic Progressive Party,0,1,0,0
15398,female,26,Democratic Progressive Party,0,0,0,0
15399,male,41,Democratic Progressive Party,0,1,1,0
15400,female,26,None,0,1,1,0
15401,male,23,None,0,1,1,0
15402,female,78,Democratic Progressive Party,0,1,1,0
15403,female,50,None,0,0,0,0
15404,female,46,None,0,0,1,0
15405,male,60,KMT,0,0,0,0
15406,male,59,Democratic Progressive Party,0,0,1,0
15407,male,69,None,0,0,0,0
15408,female,57,None,0,0,0,0
15409,male,21,None,0,0,1,0
15410,female,32,None,0,1,1,0
15411,male,74,None,0,0,1,0
15412,female,46,KMT,0,0,1,1
15413,male,49,KMT,0,0,0,0
15414,male,39,KMT,0,0,0,0
15415,male,66,None,0,0,1,0
15416,male,43,KMT,0,0,0,0
15417,male,48,None,1,0,0,0
15418,female,56,KMT,0,0,1,1
15419,male,25,None,0,0,1,0
15420,male,61,KMT,1,0,1,1
15421,male,56,Democratic Progressive Party,0,1,0,0
15422,female,43,None,0,1,1,0
15423,female,49,KMT,0,1,1,1
15424,female,41,Democratic Progressive Party,0,1,0,0
15425,female,42,None,0,0,1,0
15426,male,41,KMT,0,1,0,0
15427,female,43,None,0,0,0,0
15428,male,62,KMT,1,1,1,1
15429,male,67,None,0,1,0,0
15430,male,74,Democratic Progressive Party,0,1,1,0
15431,male,62,None,1,0,1,0
15432,male,44,None,1,1,1,1
15433,male,32,Democratic Progressive Party,0,1,1,0
15434,female,59,KMT,0,0,1,1
15435,male,75,KMT,0,0,0,0
15436,male,67,Democratic Progressive Party,0,1,1,0
15437,male,51,Democratic Progressive Party,0,1,1,0
15438,female,67,KMT,1,0,0,1
15439,male,46,KMT,1,1,1,1
15440,female,81,KMT,0,0,1,1
15441,male,37,KMT,0,1,0,0
15442,male,66,KMT,1,0,1,1
15443,female,39,KMT,0,0,0,0
15444,female,54,None,0,1,0,0
15445,male,48,Democratic Progressive Party,0,1,1,0
15446,male,69,None,0,0,1,0
15447,male,49,KMT,0,0,1,1
15448,male,45,Democratic Progressive Party,0,0,1,0
15449,male,48,None,0,1,1,0
15450,female,49,KMT,0,0,0,0
15451,female,32,KMT,0,1,0,0
15452,male,44,Democratic Progressive Party,1,1,1,1
15453,female,68,None,0,0,1,0
15454,male,46,None,0,1,1,0
15455,male,47,Democratic Progressive Party,0,1,1,0
15456,male,36,None,0,0,1,0
15457,female,38,Democratic Progressive Party,0,1,1,0
15458,male,37,Democratic Progressive Party,0,1,1,0
15459,female,55,None,0,1,1,0
15460,male,76,Democratic Progressive Party,0,0,1,0
15461,female,58,KMT,0,0,0,1
15462,male,45,None,0,1,0,0
15463,male,44,KMT,0,0,0,0
15464,female,66,Democratic Progressive Party,0,1,0,0
15465,female,52,None,1,1,0,1
15466,male,39,None,0,1,0,0
15467,female,57,None,0,1,0,0
15468,male,59,None,0,0,0,0
15469,male,70,None,0,0,0,0
15470,male,38,KMT,0,1,0,0
15471,male,63,KMT,0,1,1,1
15472,male,43,Democratic Progressive Party,0,0,0,0
15473,male,68,Democratic Progressive Party,0,0,1,0
15474,female,47,None,1,0,1,0
15475,female,65,Democratic Progressive Party,1,0,0,0
15476,female,33,KMT,0,1,0,0
15477,male,65,Democratic Progressive Party,0,0,0,0
15478,female,54,None,0,0,1,0
15479,male,47,None,0,0,1,0
15480,female,44,KMT,0,1,0,0
15481,male,50,Democratic Progressive Party,0,0,1,0
15482,male,43,Democratic Progressive Party,0,1,1,0
15483,male,54,KMT,1,0,0,0
15484,female,45,Democratic Progressive Party,1,0,0,0
15485,male,43,KMT,0,0,0,0
15486,male,39,None,0,1,1,0
15487,male,39,Democratic Progressive Party,0,0,0,0
15488,male,52,KMT,1,1,1,1
15489,male,38,None,0,0,1,0
15490,female,35,None,1,1,0,1
15491,female,52,None,0,0,0,0
15492,female,35,None,0,0,0,0
15493,female,48,None,0,0,0,0
15494,female,58,KMT,0,1,1,1
15495,male,32,None,1,1,0,1
15496,male,37,None,0,0,1,0
15497,male,22,KMT,0,1,0,0
15498,male,47,Democratic Progressive Party,0,0,1,0
15499,female,32,Democratic Progressive Party,0,0,1,0
